restaurant_id,restaurant_name,restaurant_address,restaurant_postcode,premises_id,premises_name,premises_address,license_number,license_url,dps_name,license_holder,licensable_activities,opening_hours,activity_hours,conditions,validity_from,validity_to,match_confidence,match_reason,scraped_at
337,Melbourne Inn,"224 Cecil St, Stonehouse, Plymouth PL1 5HP, UK",,621,Melbourne Inn,"224 Cecil Street, Stonehouse, Plymouth, Devon, PL1 5HP",PA0501,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/621/Detail?LIC_ID=2240,,,"['a performance of live music', 'any playing of recorded music', 'entertainment of a similar description to that falling within a performance of live music, any playing of recorded music or a performance of dance', 'provision of late night refreshment', 'sale and supply of alcohol']","[{'days': 'Monday to Saturday', 'time_from': '07:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '07:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '07:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '07:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '07:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '07:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '23:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '23:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '07:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '07:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,70.0,exact_name + strong_address,2025-11-21T10:31:27.671810
339,Minerva Inn,"31 Looe St, Plymouth PL4 0EA, UK",,423,Minerva Inn,"31 Looe Street, Plymouth, Devon, PL4 0EA",PA0349,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/423/Detail?LIC_ID=2011,,,"['a performance of live music', 'any playing of recorded music', 'entertainment of a similar description to that falling within a performance of live music, any playing of recorded music or a performance of dance', 'sale and supply of alcohol']","[{'days': 'Monday to Saturday', 'time_from': '11:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '16:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '16:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '11:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '11:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,70.0,exact_name + strong_address,2025-11-21T10:33:12.284872
340,Dolphin Hotel,"14 The Barbican, Plymouth PL1 2LS, UK",,454,Dolphin Hotel,"14 The Barbican, Plymouth, Devon, PL1 2LS",PA0375,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/454/Detail?LIC_ID=2077,,,"['a performance of live music', 'sale and supply of alcohol', 'any playing of recorded music', 'provision of late night refreshment']","[{'days': 'Monday to Saturday', 'time_from': '09:00', 'time_to': '00:20', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '11:00', 'time_to': '23:20', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '09:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '11:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '09:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '11:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,70.0,exact_name + strong_address,2025-11-21T09:43:09.324618
342,The Clarence Plymouth,"31 Clarence Pl, Stonehouse, Plymouth PL1 3JP, UK",,611,Clarence,"31 Clarence Place, Stonehouse, Plymouth, Devon, PL1 3JP",PA0492,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/611/Detail?LIC_ID=2244,,,"['an indoor sporting event', 'sale and supply of alcohol', 'a performance of live music', 'entertainment of a similar description to that falling within a performance of live music, any playing of recorded music or a performance of dance', 'any playing of recorded music']","[{'days': 'Monday to Saturday', 'time_from': '10:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '20:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '20:00', 'time_to': '23:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Thursday', 'time_from': '12:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '12:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '22:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Thursday', 'time_from': '10:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '10:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '23:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,60.0,similar_name + strong_address,2025-11-21T09:29:20.678669
348,Lord High Admiral,"33 Stonehouse St, Stonehouse, Plymouth PL1 3PE, UK",,619,Lord High Admiral,"33 Stonehouse Street, Stonehouse, Plymouth, Devon, PL1 3PE",PA0500,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/619/Detail?LIC_ID=2613,,,"['an indoor sporting event', 'a performance of live music', 'any playing of recorded music', 'sale and supply of alcohol']","[{'days': 'Monday to Saturday', 'time_from': '09:00', 'time_to': '02:30', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '19:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '19:00', 'time_to': '23:30', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '15:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '15:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '09:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '10:00', 'time_to': '23:30', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '09:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '10:00', 'time_to': '23:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,70.0,exact_name + strong_address,2025-11-21T10:24:06.062780
349,Admiral MacBride,"1 The Barbican, Plymouth PL1 2LR, UK",,373,Admiral Macbride,"1 The Barbican, Plymouth, Devon, PL1 2LR",,,,,[],[],[],{},,,70.0,exact_name + strong_address,2025-11-21T09:01:15.538410
350,The Maritime Inn,"19 Southside St, Plymouth PL1 2LD, UK",,308,Maritime Inn,"19 Southside Street, The Barbican, Plymouth, Devon, PL1 2LD",PA0256,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/308/Detail?LIC_ID=1536,,,"['sale and supply of alcohol', 'provision of late night refreshment', 'a performance of live music']","[{'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '01:30', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '20:00', 'time_to': '23:30', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,62.857142857142854,similar_name + strong_address,2025-11-21T10:28:02.886787
352,Millbridge Inn,"23 Molesworth Rd, Stoke, Plymouth PL1 5LZ, UK",,645,Millbridge Inn,"23 Molesworth Road, Stoke, Plymouth, Devon, PL1 5LZ",PA0520,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/645/Detail?LIC_ID=2652,,,"['a performance of live music', 'any playing of recorded music', 'a performance of dance', 'entertainment of a similar description to that falling within a performance of live music, any playing of recorded music or a performance of dance', 'sale and supply of alcohol']","[{'days': 'Monday to Wednesday', 'time_from': '08:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Thursday to Saturday', 'time_from': '08:00', 'time_to': '01:30', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '08:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Thursday', 'time_from': '12:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Friday to Sunday', 'time_from': '12:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Wednesday', 'time_from': '12:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Thursday to Saturday', 'time_from': '12:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Wednesday', 'time_from': '12:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Thursday to Saturday', 'time_from': '12:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Wednesday', 'time_from': '12:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Thursday to Saturday', 'time_from': '12:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Wednesday', 'time_from': '08:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Thursday to Saturday', 'time_from': '08:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '08:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,70.0,exact_name + strong_address,2025-11-21T10:32:26.308522
353,The Artillery Arms,"6 Pound St, Stonehouse, Plymouth PL1 3RH, UK",,548,Artillery Arms,"6 Pound Street, Stonehouse, Plymouth, Devon, PL1 3RH",PA0450,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/548/Detail?LIC_ID=2197,,,"['a performance of live music', 'any playing of recorded music', 'sale and supply of alcohol', 'a performance of dance']","[{'days': 'Monday to Saturday', 'time_from': '09:00', 'time_to': '01:30', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '23:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '12:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '12:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '12:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '10:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,63.75,similar_name + strong_address,2025-11-21T09:06:59.984729
354,The Kings Head,"21 Bretonside, Plymouth PL4 0BB, UK",,306,Kings Head,"21-23 Bretonside, Plymouth, Devon, PL4 0BB",PA0254,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/306/Detail?LIC_ID=1537,,,"['sale and supply of alcohol', 'an exhibition of a film', 'an indoor sporting event', 'a performance of live music', 'any playing of recorded music', 'entertainment of a similar description to that falling within a performance of live music, any playing of recorded music or a performance of dance', 'provision of late night refreshment']","[{'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '11:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '11:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '23:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,61.66666666666667,similar_name + strong_address,2025-11-21T10:15:14.391158
355,The West Hoe,"24 Bishops Place, Plymouth PL1 3BW, UK",,425,West Hoe,"24 Bishops Place, West Hoe, Plymouth, Devon, PL1 3BW",PA0351,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/425/Detail?LIC_ID=2033,,,"['an exhibition of a film', 'an indoor sporting event', 'a performance of live music', 'any playing of recorded music', 'entertainment of a similar description to that falling within a performance of live music, any playing of recorded music or a performance of dance', 'provision of late night refreshment', 'sale and supply of alcohol']","[{'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '11:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '11:00', 'time_to': '23:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '23:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,60.0,similar_name + strong_address,2025-11-21T12:41:45.854676
358,The Woodside,"12 Gasking St, Plymouth PL4 8DQ, UK",,378,Woodside,"12 Gaskin Street, Plymouth, Devon, PL4 8DQ",PA0312,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/378/Detail?LIC_ID=2020,,,"['an exhibition of a film', 'an indoor sporting event', 'a performance of live music', 'any playing of recorded music', 'sale and supply of alcohol']","[{'days': 'Monday to Wednesday', 'time_from': '08:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Thursday to Saturday', 'time_from': '08:00', 'time_to': '01:30', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '08:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Wednesday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Thursday to Saturday', 'time_from': '10:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Monday to Thursday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '10:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Monday to Wednesday', 'time_from': '07:30', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Thursday to Saturday', 'time_from': '07:30', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Wednesday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Thursday to Saturday', 'time_from': '10:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,60.0,similar_name + strong_address,2025-11-21T12:45:30.820162
359,Golden Hind,"260 Mannamead Rd, Plymouth PL3 5RJ, UK",,328,Golden Hind,"260 Mannamead Road, Plymouth, Devon, PL3 5RJ",PA0371,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/328/Detail?LIC_ID=2039,,,"['sale and supply of alcohol', 'any playing of recorded music', 'provision of late night refreshment', 'a performance of live music', 'entertainment of a similar description to that falling within a performance of live music, any playing of recorded music or a performance of dance']","[{'days': 'Monday to Thursday', 'time_from': '10:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '10:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '10:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Seasonal Variations:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '11:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '11:00', 'time_to': '23:30', 'non_standard': ''}, {'days': 'Seasonal Variations:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Thursday', 'time_from': '11:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '11:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '11:00', 'time_to': '23:30', 'non_standard': ''}, {'days': 'Seasonal Variations:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '11:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '11:00', 'time_to': '23:30', 'non_standard': ''}, {'days': 'Monday to Thursday', 'time_from': '23:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '23:00', 'time_to': '02:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '23:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Seasonal Variations:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Thursday', 'time_from': '11:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Friday and Saturday', 'time_from': '11:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '11:00', 'time_to': '23:30', 'non_standard': ''}, {'days': 'Seasonal Variations:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,70.0,exact_name + strong_address,2025-11-21T10:00:37.260498
360,The Firkin Scholar,"Paradise Rd, Stoke, Plymouth PL1 5QU, UK",,515,The Firkin Scholar,"1 Paradise Place, Stoke, Plymouth, Devon, PL1 5QU",PA0420,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/515/Detail?LIC_ID=2320,,,"['an indoor sporting event', 'a performance of live music', 'any playing of recorded music', 'sale and supply of alcohol']","[{'days': 'Monday to Saturday', 'time_from': '10:00', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '19:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '19:00', 'time_to': '23:30', 'non_standard': ''}, {'days': 'Saturday', 'time_from': '20:00', 'time_to': '23:30', 'non_standard': ''}, {'days': 'Monday to Sunday', 'time_from': '19:00', 'time_to': '23:30', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '23:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,70.0,exact_name + strong_address,2025-11-21T12:29:51.269857
361,Boringdon Arms,"Boringdon Terrace, Turnchapel, Plymouth PL9 9TQ, UK",,377,Boringdon Arms,"Turnchapel, Plymouth, Devon, PL9 9TQ",PA0313,https://licensing.plymouth.gov.uk/1/LicensingActPremises/Search/377/Detail?LIC_ID=1952,,,"['an indoor sporting event', 'a performance of live music', 'any playing of recorded music', 'sale and supply of alcohol']","[{'days': 'Monday to Wednesday', 'time_from': '07:30', 'time_to': '00:30', 'non_standard': ''}, {'days': 'Thursday to Saturday', 'time_from': '07:30', 'time_to': '01:30', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '07:30', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Wednesday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Thursday to Saturday', 'time_from': '10:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '23:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '23:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Saturday', 'time_from': '07:30', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '07:30', 'time_to': '23:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}, {'days': 'Monday to Wednesday', 'time_from': '10:00', 'time_to': '00:00', 'non_standard': ''}, {'days': 'Thursday to Saturday', 'time_from': '10:00', 'time_to': '01:00', 'non_standard': ''}, {'days': 'Sunday', 'time_from': '12:00', 'time_to': '23:30', 'non_standard': ''}, {'days': 'Non Standard Timings:', 'time_from': '', 'time_to': '', 'non_standard': ''}]",[],"{'mandatory': [], 'operational': [], 'post_hearing': [], 'cctv': []}",,,70.0,exact_name + strong_address,2025-11-21T09:17:30.767098
